employee_id,department,performance_rating,years_experience,tenure_years,education_level,remote_days_per_week,office_zip,regional_unemployment,cost_of_living_idx,base_salary,bonus_pay,hourly_contractor_rate,hire_date
100809,SALES,,6,3,Bachelors,1,32948,4.44,102.8,62539.16,,,2022-03-25
100810,Finance,High,20,5,Bachelors,2,91421,4.57,93.7,97621.18,9168.18,USD 41.62,2024-05-30
100811,Engineering,High,2,2,Bachelors,2,98879,4.89,152.1,79298.21,6111.39,,2021-09-25
100812,Sales,,5,2,Bachelors,5,57127,3.85,128.7,66330.53,,,2019-03-31
100813,Engineering,Medium,9,0,Bachelors,0,81193,4.07,95.2,76318.52,3729.44,USD 44.89,2020-03-11
100814,Sales,Medium,2,2,PhD,3,83738,4.19,101.5,50954.02,2874.48,USD 61.84,2012-10-17
100815,ENG,High,10,5,Masters,1,10884,4.2,79.4,80415.24,5505.52,,2017-10-16
100816,Finance,High,12,0,PhD,0,38448,3.79,117.5,98646.81,10799.64,usd 22.97,2021-12-28
100817,Sales,Medium,10,1,PhD,0,67743,3.31,104.4,80232.45,2283.53,,2012-04-14
100818,Engineering,High,6,5,Masters,2,94783,3.98,112.1,91024.38,7268.42,USD 61.80,2015-12-21
100819, eng ,Medium,13,6,Bachelors,3,50103,5.35,134.9,97882.28,6729.14,,2020-09-30
100820,Finance,Medium,7,0,Bachelors,0,63698,4.17,130.4,76879.72,4925.54,usd 38.70,2025-11-03
100821,Engineering,Medium,4,4,Bachelors,5,56415,3.33,89.9,62226.53,2604.09,,2020-07-21
100822,Finance,Medium,4,1,Masters,4,15286,5.17,145.9,77093.97,3919.34,,2021-10-13
100823,Engineering,High,9,4,Masters,4,77044,3.38,133.0,104628.09,9308.4,$58.46,2022-02-10
100824,ENG,Medium,12,3,Bachelors,1,15101,5.14,113.3,89442.41,4450.46,$60.53,2018-11-18
100825, Sales,Medium,8,1,Bachelors,5,98825,4.82,153.7,75525.21,4531.05,USD 66.59,2021-07-17
100826,Finance,High,3,3,Masters,3,59529,4.25,116.0,77173.92,8481.22,,2025-01-21
100827,Sales,High,11,5,Bachelors,5,27182,5.29,152.6,87725.76,7951.06,USD 42.53,2021-08-12
100828,Finance,Medium,11,3,Bachelors,3,57789,4.91,114.5,82761.85,5235.28,usd 34.96,2012-08-14
100829,SALES,Medium,6,3,Bachelors,0,73594,4.29,113.2,64059.05,3183.73,usd 29.71,2012-10-10
100830,Engineering,Medium,6,4,Bachelors,3,99472,4.08,84.4,68002.24,3026.1,45.35,2019-07-04
100831,Sales,Medium,2,2,Bachelors,2,13192,4.25,88.0,45508.5,1857.18,$43.36,2017-11-01
100832,Finance,Medium,4,0,Bachelors,0,44853,4.01,117.9,81873.89,4380.84,65.82,2022-05-15
100833,Fin.,Medium,2,2,PhD,5,96270,4.18,108.4,71365.33,4605.57,,2014-06-24
100834,Sales,Medium,10,6,Bachelors,4,45158,3.88,89.1,62551.82,4171.95,USD 28.49,2024-06-18
100835,Engineering,Medium,12,5,PhD,2,52699,4.36,77.2,78032.99,5218.15,74.44,2016-06-20
100836,sales,High,7,1,Masters,3,80332,4.4,162.4,97560.57,9067.93,$59.75,2012-12-09
100837,Sales,Medium,0,0,Masters,2,85083,4.1,91.1,61631.06,3238.95,usd 43.41,2020-11-19
100838,Finance,Medium,7,7,Bachelors,3,65979,2.52,74.7,60373.12,2721.4,USD 38.71,2018-11-05
100839,sales,High,4,3,PhD,4,16709,4.47,143.6,92022.49,5625.45,$32.67,2021-12-23
100840, Sales,High,12,6,Bachelors,4,85083,4.1,91.1,77993.67,5105.78,$40.72,2014-09-20
100841,Finance,Medium,11,8,Bachelors,5,82641,4.09,108.0,78811.69,3694.15,usd 22.80,2025-08-17
100842,engineering,,7,1,Masters,4,59529,4.25,116.0,82022.49,,,2015-07-20
100843,engineering,Medium,9,2,Bachelors,3,27703,4.78,143.7,92408.96,957.06,USD 38.08,2012-08-20
100844,Engineering,High,5,5,Bachelors,3,35146,4.81,139.0,,7834.24,61.89,2015-04-02
100845,Engineering,Medium,6,4,Bachelors,1,44706,4.79,120.6,73336.15,6663.86,$64.26,2017-05-27
100846,Sales ,High,12,4,Bachelors,1,20189,4.73,138.1,86284.37,6958.47,58.12,2012-07-02
100847,Finance,Medium,5,5,PhD,5,34899,3.39,71.8,71689.09,1878.62,$54.46,2013-03-09
100848,Sales,Medium,3,2,Bachelors,5,40890,3.91,100.1,45327.22,1814.85,53.15,2019-02-24
100849,Engineering,Medium,11,8,Masters,2,75218,3.45,91.1,85111.2,4644.73,$43.75,2022-06-06
100850,Sales,,15,1,Masters,4,74461,5.48,140.2,95440.54,,,2014-05-04
100851,Sales,Medium,0,0,Bachelors,5,23370,3.69,114.2,45380.03,2063.28,usd 52.30,2021-01-20
100852,Engineering,Medium,3,3,PhD,3,45416,4.66,101.6,82636.68,4184.35,$19.17,2025-09-14
100853,Engineering,High,12,7,Bachelors,1,28985,5.39,109.3,96458.57,7361.23,USD 55.41,2025-03-03
100854,Sales,Medium,7,1,Bachelors,5,60183,3.81,106.0,68622.62,3185.83,,2013-02-18
100855,Sales,Low,6,6,Bachelors,1,53796,3.65,124.1,76192.11,534.37,USD 17.09,2012-12-19
100856,Sales,Low,9,2,Bachelors,5,98925,4.53,63.7,50683.44,1965.74,$53.35,2025-07-31
100857,Sales,,5,4,Bachelors,3,20443,5.76,131.2,61778.91,,usd 51.21,2024-01-19
100858,Fin.,Medium,10,6,Bachelors,1,41774,4.82,107.4,85497.33,4731.3,usd 78.66,2018-05-02
100859,Engineering,High,4,1,Masters,4,40661,5.36,129.8,89464.82,6517.39,52.79,2020-04-21
100860,Sales,Medium,4,4,Masters,1,26007,5.05,104.1,61608.28,2281.94,48.16,2012-09-21
100861,Engineering,Medium,9,9,Bachelors,5,73986,4.38,71.8,58005.47,3432.71,USD 63.15,2017-10-04
100862,Finance ,High,4,4,PhD,4,16768,4.45,141.5,93557.63,6251.93,USD 44.29,2023-11-05
100863,Finance,Medium,3,3,Bachelors,2,18269,4.03,141.6,81314.57,3735.01,$44.32,2020-03-29
100864,Finance,Medium,9,3,Bachelors,4,70380,4.05,62.7,49143.45,2180.01,USD 43.14,2019-11-29
100865,Engineering,Medium,4,2,Bachelors,0,48871,3.78,109.7,65232.17,2884.43,$51.20,2013-01-16
100866,Finance,Low,11,6,Bachelors,4,26826,4.37,135.3,83278.76,2442.72,,2021-10-10
100867,Engineering,,3,3,Masters,2,65525,4.49,130.0,65134.19,,51.05,2015-03-26
100868,Engineering,High,9,7,Bachelors,0,30527,5.53,124.5,101569.8,7572.4,,2020-11-16
100869,Finance,,9,2,Bachelors,5,15442,3.98,122.7,84066.89,,35.53,2023-05-02
100870,Engineering,Medium,8,6,Masters,3,22965,3.55,76.8,71156.0,4897.48,42.86,2024-10-04
100871, Sales,Medium,4,3,Bachelors,4,21584,5.07,132.8,63446.02,1144.07,USD 60.74,2017-03-08
100872,Engineering,High,6,6,Bachelors,2,59320,4.52,87.3,75951.3,7305.47,usd 44.04,2025-12-29
100873,Finance,Low,9,2,Masters,2,84296,4.14,133.3,82830.53,542.09,USD 69.66,2015-04-19
100874,Finance,High,5,4,Bachelors,4,52327,4.0,98.9,56865.71,3863.11,$28.30,2019-03-14
100875,Engineering,High,9,4,Masters,4,21051,4.77,127.5,105928.22,7889.44,,2017-01-27
100876,Engineering,,8,2,Bachelors,4,11545,5.12,128.1,94833.34,,$44.97,2017-09-09
100877,engineering,Medium,4,1,Bachelors,3,48600,3.88,70.4,55223.74,1175.3,,2021-05-17
100878,Sales,,4,2,Masters,1,65609,3.64,77.0,53662.1,,usd 16.49,2013-03-15
100879,Engineering ,Low,0,0,Bachelors,3,92443,3.59,133.2,,409.27,usd 54.36,2019-12-20
100880,Finance ,Low,6,5,Bachelors,4,49641,3.53,82.0,58966.73,880.34,usd 49.60,2015-07-11
100881,Sales,,3,0,Bachelors,4,25492,4.24,126.2,63851.55,,43.72,2012-10-04
100882, eng ,High,3,2,Bachelors,4,91479,4.74,120.7,74731.7,6939.61,$23.35,2014-02-11
100883,Sales,Medium,5,2,Masters,1,23195,4.44,105.8,59376.04,3445.81,usd 36.40,2020-01-09
100884,Engineering,Medium,11,2,Masters,4,80189,4.05,96.1,85154.58,4836.51,49.74,2012-10-08
100885,Finance,Medium,7,0,Bachelors,2,95174,4.52,149.4,87989.97,5043.44,USD 53.01,2020-06-17
100886,Sales,High,5,5,Bachelors,0,23303,3.27,144.3,82172.29,6416.03,43.46,2019-09-06
100887,Sales,,7,4,Masters,2,91744,5.75,156.2,87092.55,,USD 59.33,2023-04-16
100888,Sales,Low,12,3,Bachelors,0,84880,4.66,60.6,46822.81,379.99,$47.67,2012-07-19
100889,Sales,Medium,8,6,Bachelors,4,66565,3.82,89.8,50654.31,2732.64,usd 53.27,2018-07-04
100890,Finance,,6,3,PhD,4,57083,4.53,108.2,75224.46,,USD 54.61,2016-10-17
100891,Sales,,9,0,Bachelors,0,84966,4.16,90.0,65422.1,,$50.22,2022-09-14
100892,Sales,Medium,7,5,PhD,5,68084,4.74,94.6,64467.85,2438.39,49.05,2016-03-18
100893,Sales,,9,0,Bachelors,2,14907,3.92,90.1,51144.11,,,2015-02-14
100894,Engineering,Medium,17,0,Masters,0,33599,3.94,103.4,92846.63,5180.19,$85.26,2012-12-30
100895,Sales,Medium,7,0,Bachelors,5,82175,4.39,131.6,61523.17,2182.79,usd 47.50,2022-02-04
100896,Sales,,10,1,Masters,4,81770,3.66,93.3,67339.44,,41.50,2013-10-06
100897,Sales,Medium,5,2,Bachelors,1,83649,3.43,77.5,,1275.48,22.69,2014-10-17
100898,Sales,,3,3,Bachelors,1,61801,5.0,111.8,,,36.66,2012-11-15
100899,Sales,Medium,5,2,Masters,5,89491,4.5,90.9,61956.84,3355.33,$16.54,2015-01-06
100900,Engineering,Low,7,1,Masters,4,98197,5.04,102.9,89274.41,1472.4,,2020-06-08
100901,Finance,Low,13,4,Bachelors,3,62636,4.34,91.5,75889.26,132.29,$26.03,2021-09-20
100902,Sales,Medium,5,4,PhD,2,41144,3.61,80.6,60453.11,3170.58,39.75,2024-06-08
100903,Sales,Low,3,2,Masters,3,26826,4.37,135.3,63421.65,1525.84,,2016-04-12
100904,ENG,,6,3,Masters,4,94489,4.78,113.5,85395.03,,usd 32.61,2020-02-16
100905,SALES,Low,8,3,PhD,0,70065,3.97,104.5,64109.6,0.0,USD 62.96,2023-06-27
100906,Finance,Low,4,2,Masters,1,61237,3.85,92.3,53636.33,873.62,USD 57.76,2022-03-20
100907,engineering,Medium,10,6,Bachelors,0,95985,4.26,103.1,80728.5,2083.34,USD 47.24,2021-11-03
100908,Fin.,High,9,9,Masters,3,53062,3.61,98.0,88228.25,6145.6,,2019-08-19
100909, eng ,Medium,14,5,Bachelors,3,73263,4.41,106.2,89966.55,4974.45,$65.62,2012-03-07
100910,Engineering,High,4,4,Masters,0,59529,4.25,116.0,78565.3,5708.27,USD 58.60,2024-03-17
100911,Engineering,Medium,5,4,Bachelors,1,70971,4.87,98.7,59748.42,3428.84,50.95,2025-04-09
100912,Sales,Low,7,4,Bachelors,3,83649,3.43,77.5,48951.95,278.44,usd 35.80,2013-09-12
100913,Engineering,,8,7,Bachelors,4,32834,4.2,112.0,82454.23,,usd 47.07,2017-05-14
100914,engineering,,6,2,Bachelors,3,74795,3.27,97.3,61119.1,,usd 35.19,2018-10-31
100915,Finance,High,13,4,Bachelors,2,32360,3.3,90.5,92325.71,7062.64,$42.40,2014-05-08
100916,Sales,High,10,1,Bachelors,3,71954,4.69,110.9,77815.09,6759.33,$68.57,2017-03-13
100917,Sales,Medium,9,8,Bachelors,3,31960,5.04,136.4,77021.94,5170.66,,2021-08-29
100918,Finance,Medium,12,0,Masters,4,90186,3.97,115.7,87593.73,3972.28,50.31,2020-09-23
100919,FINANCE,Medium,2,2,Bachelors,2,96675,4.68,75.4,50573.76,2115.88,$33.22,2013-09-25
100920,Sales,Low,6,5,Masters,3,71367,4.94,118.3,68428.04,1733.84,$47.81,2023-01-14
100921,Sales,Medium,11,11,Bachelors,5,55364,5.64,128.0,99605.89,5306.7,$60.69,2013-10-13
100922,Finance,Medium,7,0,Bachelors,5,24168,3.65,95.7,57756.32,2931.58,,2018-03-08
100923,Fin.,Medium,10,4,Bachelors,3,99607,5.27,128.6,,3437.36,,2017-08-24
100924,Sales,High,8,3,Bachelors,4,58663,4.43,99.4,70263.79,4839.08,,2012-11-05
100925,Engineering,,10,7,Masters,4,74186,2.93,97.1,73315.33,,USD 51.17,2023-09-15
100926,FINANCE,High,7,7,Masters,3,88137,3.51,93.5,79973.98,7279.19,$47.30,2012-07-26
100927,Engineering,Medium,5,3,Masters,1,91744,5.75,156.2,90080.2,6303.07,61.36,2020-02-28
100928, eng ,Medium,6,4,Bachelors,5,35872,3.59,124.4,88055.54,5694.95,,2025-04-11
100929,Sales,Medium,8,6,Bachelors,2,16242,5.12,71.2,44698.1,1438.18,59.92,2013-03-29
100930,Finance,Low,8,6,PhD,4,92816,4.58,111.2,68948.42,2420.08,,2015-07-01
100931,Finance,Low,8,0,Bachelors,5,31114,4.23,149.9,90249.53,1706.35,,2016-12-30
100932,Finance,High,14,0,Bachelors,5,94672,3.63,96.2,80876.47,7830.58,,2015-07-16
100933,Engineering,Medium,0,0,Masters,2,74013,3.9,86.3,75127.78,5212.2,54.47,2023-03-08
100934,Sales,Medium,4,4,Bachelors,4,57083,4.53,108.2,55583.32,2607.73,61.17,2013-04-28
100935,Sales,High,6,5,Bachelors,3,31075,4.55,91.4,57974.87,5957.9,usd 39.70,2017-05-25
100936,Finance,Low,11,1,Masters,0,53732,3.21,91.6,73265.06,2974.94,USD 66.37,2025-11-30
100937,Engineering,,1,1,PhD,2,15141,4.33,131.8,84828.96,,usd 49.36,2019-09-30
100938,Finance,High,6,6,PhD,3,29689,3.88,77.4,70478.93,4956.85,usd 46.21,2020-05-29
100939,Finance,Medium,3,1,Masters,3,12920,3.84,70.0,53653.38,2687.18,USD 55.28,2018-05-08
100940,Finance,Medium,7,4,Masters,3,40595,3.88,105.3,,1402.85,$61.12,2013-08-30
100941,Engineering,High,0,0,Masters,5,93713,3.33,106.9,65367.8,4932.11,USD 32.56,2015-09-30
100942, finance,High,2,2,Masters,2,14830,3.78,85.4,61735.45,4384.54,52.32,2015-10-07
100943, eng ,Medium,11,8,Bachelors,2,83605,3.38,93.0,88640.63,2978.62,$30.89,2019-07-26
100944,Finance,Medium,11,0,Bachelors,2,50544,2.3,99.8,92370.06,3319.29,USD 74.93,2016-03-19
100945,Sales,Low,8,8,Bachelors,4,59320,4.52,87.3,43162.97,1564.43,63.80,2020-01-17
100946,Engineering,,5,3,Bachelors,5,76335,3.59,72.1,63008.92,,usd 35.06,2013-03-29
100947, eng ,Medium,5,2,Masters,2,75999,4.84,136.2,88312.78,6736.4,$47.66,2024-06-19
100948, finance,Low,5,5,Masters,3,90968,3.94,91.3,,757.45,USD 58.54,2023-10-24
100949,Engineering,,5,5,Masters,5,16506,4.26,87.1,88269.9,,USD 39.20,2017-07-30
100950,Finance,,3,3,Masters,3,63603,4.54,143.9,73918.97,,54.92,2013-02-24
100951,Sales,Medium,5,2,Masters,3,10169,4.6,138.2,,1798.71,$55.90,2022-07-22
100952,Sales ,Medium,0,0,Masters,5,57263,4.34,122.6,55493.78,2613.47,28.08,2015-06-09
100953,Engineering,Medium,4,1,Bachelors,2,60086,4.24,136.6,,4202.38,47.79,2012-04-10
100954,Sales,Medium,8,4,Bachelors,3,83665,3.5,85.1,61105.74,2345.39,USD 36.42,2022-11-29
100955,Finance,Low,12,3,Bachelors,1,84852,4.28,128.9,79970.08,1664.07,,2015-10-29
100956,Engineering ,,3,3,Masters,4,65431,4.05,141.3,83467.04,,$45.18,2021-05-11
100957,Sales,Medium,15,5,Masters,3,39421,3.97,119.9,83077.52,5247.96,,2015-09-16
100958,Finance,High,2,1,Bachelors,4,95444,3.99,91.2,62844.16,5577.88,USD 48.55,2015-03-23
100959,engineering,Medium,3,1,Bachelors,5,42797,4.41,96.6,62502.72,821.47,36.47,2020-08-03
100960,Sales,Low,3,3,PhD,0,70418,5.1,142.2,66134.01,0.0,$23.39,2016-07-17
100961,Sales,High,10,0,Masters,5,74402,3.76,94.9,76164.8,6137.11,USD 58.46,2023-08-02
100962,SALES,,9,0,Bachelors,4,22996,3.58,78.2,67756.21,,USD 25.98,2013-07-05
100963,Finance,Low,7,0,Bachelors,0,62276,4.09,93.1,63376.69,2628.26,usd 59.59,2015-09-04
100964,Sales,Low,5,5,Masters,3,32828,3.51,125.3,68853.85,1428.41,,2016-06-22
100965,sales,,0,0,Bachelors,3,69431,5.37,129.8,60810.53,,29.82,2024-12-28
100966,Sales,High,4,4,Masters,3,44719,4.97,103.3,71891.18,5998.48,$66.73,2018-08-08
100967,Finance,Medium,4,3,Bachelors,2,59791,4.6,81.6,61755.63,3732.88,USD 49.50,2013-09-14
100968,Engineering,High,5,3,Bachelors,3,98864,4.82,76.0,77979.68,6234.99,,2016-05-16
100969,Engineering,High,10,5,Masters,4,32293,5.66,133.7,106456.02,7610.29,usd 50.60,2018-12-27
100970,Engineering ,Medium,7,6,Masters,4,19843,3.09,114.1,72865.61,3027.19,usd 39.86,2024-02-22
100971,Finance,Medium,9,0,PhD,3,57127,3.85,128.7,84876.82,4650.03,USD 47.47,2018-07-26
100972,Finance,Medium,4,0,Bachelors,2,42797,4.41,96.6,64356.98,4316.0,68.32,2015-07-23
100973,Engineering ,High,2,2,Masters,3,65525,4.49,130.0,87179.35,6962.78,$40.89,2022-02-19
100974,Sales,High,7,6,Bachelors,2,96967,4.01,124.3,73063.5,6303.87,,2024-10-20
100975,Sales,,8,0,Bachelors,1,33233,4.75,133.7,74374.61,,$44.22,2014-06-12
100976,Finance,,4,4,Bachelors,4,83718,4.41,118.7,,,67.99,2014-03-30
100977,Engineering,Medium,3,2,Masters,1,31075,4.55,91.4,60143.89,2618.68,,2017-10-12
100978,Fin.,High,11,9,Masters,1,51776,2.85,84.0,,7259.14,usd 47.36,2020-02-26
100979,Engineering,Medium,0,0,Bachelors,3,32717,4.63,123.0,65809.0,1300.88,23.51,2022-12-08
100980,Finance,Low,8,0,Masters,3,32333,3.61,97.3,,2254.64,$36.78,2019-09-05
100981,Engineering,Medium,16,3,Masters,2,61099,4.14,145.0,118194.29,6141.62,45.44,2019-10-16
100982,Engineering,Low,5,3,Bachelors,5,25407,4.24,118.7,80237.03,0.0,,2012-10-29
100983, eng ,,8,4,PhD,2,61597,4.0,137.4,100793.73,,58.98,2021-02-24
100984,Sales,High,9,6,Bachelors,5,33233,4.75,133.7,67087.65,5532.81,$35.02,2015-06-05
100985,Finance,Medium,19,2,Bachelors,2,94783,3.98,112.1,92503.03,5378.91,,2014-12-08
100986,Sales,High,4,4,Bachelors,1,38448,3.79,117.5,60431.2,6326.78,usd 48.02,2020-08-03
100987,Sales,Medium,12,3,Bachelors,3,18242,4.45,135.1,76426.05,4306.57,usd 66.21,2018-11-10
100988,Sales ,Medium,16,5,Bachelors,1,92221,4.05,110.8,83041.05,2704.01,USD 56.78,2015-03-30
100989,Sales,Medium,4,0,Bachelors,1,73594,4.29,113.2,70731.67,2898.47,34.14,2023-06-27
100990,Finance,Low,12,5,Masters,1,33428,4.92,118.4,,2974.21,USD 50.71,2012-07-02
100991,Engineering,Low,8,5,Bachelors,3,96769,3.96,99.7,66470.51,1094.56,,2023-06-22
100992,Sales,Medium,6,5,Masters,0,48959,3.77,98.5,69870.73,4185.13,usd 32.49,2012-12-11
100993,Finance,High,8,0,PhD,2,56695,4.7,115.5,91468.96,5377.57,usd 65.05,2017-05-21
100994,Engineering ,High,3,3,Masters,5,55400,4.18,75.9,62029.45,4246.85,USD 35.46,2021-11-16
100995,Sales,High,9,2,Masters,2,76723,4.71,98.4,65893.89,5674.45,,2020-06-30
100996,Finance,Medium,6,6,Bachelors,1,63698,4.17,130.4,80521.45,6828.51,USD 26.55,2024-07-19
100997,Fin.,Medium,15,0,Bachelors,1,75497,3.31,95.2,72146.05,2406.24,$33.63,2018-02-07
100998,Engineering,Medium,7,0,Masters,1,30072,2.79,100.7,79444.87,3997.95,usd 71.86,2025-08-18
100999,Engineering,High,9,3,Masters,2,64685,5.28,116.0,100630.67,10541.46,USD 53.48,2012-02-11
101000,Finance,,11,2,Masters,1,28985,5.39,109.3,,,$44.80,2015-01-28
101001,Sales,Low,6,6,Masters,4,22242,4.69,124.4,59215.98,1032.03,usd 48.70,2021-08-19
101002,Engineering,,10,3,Bachelors,1,55757,4.17,130.2,92014.23,,24.88,2015-09-06
101003,Sales,High,10,8,Masters,5,45504,4.86,119.3,77681.07,5463.78,48.82,2020-10-09
101004,engineering,Medium,3,0,Masters,2,74871,3.43,86.2,63870.11,1943.47,51.81,2021-05-23
101005,Finance,Medium,4,4,Masters,1,77261,5.37,126.0,81216.93,6313.16,$42.30,2022-09-24
101006,Sales,,6,1,Bachelors,3,13685,4.02,92.2,60247.69,,,2017-08-01
101007,Sales,High,10,4,PhD,3,17618,4.19,90.4,72521.94,2955.71,USD 40.22,2021-09-15
101008,Finance,Low,7,3,Masters,5,95055,4.82,132.8,87738.59,2123.73,,2023-01-20
101009,sales,Medium,5,3,Bachelors,3,12734,4.59,118.8,58688.33,2947.16,USD 38.18,2014-08-04
101010,Sales,High,0,0,Bachelors,3,16675,4.01,79.8,47138.23,4004.95,$30.81,2019-10-28
101011,Sales,Medium,8,1,Masters,2,44719,4.97,103.3,78853.59,2465.09,usd 1.92,2018-11-24
101012,Engineering,,10,0,Bachelors,5,31603,3.49,127.5,94072.25,,,2017-07-10
101013,Finance,Medium,4,1,Masters,5,50562,4.85,85.0,56209.84,3977.34,$44.69,2023-10-01
101014,SALES,High,7,6,Bachelors,5,73557,5.38,139.8,80465.71,7727.91,usd 42.60,2012-01-12
101015,Engineering ,High,10,5,Bachelors,0,95055,4.82,132.8,85555.58,7639.72,usd 25.55,2013-09-14
101016,Sales,Medium,11,3,Masters,2,20854,4.27,88.2,73891.1,4743.19,$44.01,2015-03-20
101017, eng ,,6,3,Masters,4,47881,3.81,89.7,71681.3,,usd 44.48,2015-05-31
101018,Sales,Low,9,1,PhD,2,29802,4.91,110.9,74687.75,286.78,$50.69,2015-05-09
101019,Sales,High,0,0,Bachelors,1,78612,4.38,88.1,42102.52,2616.24,$33.87,2019-02-05
101020,Engineering ,Low,9,3,Bachelors,4,24231,4.74,139.6,,0.0,$41.57,2012-01-01
101021,Sales,High,11,8,Bachelors,1,65645,4.35,98.3,87354.31,6333.37,usd 61.16,2015-01-21
101022,Finance,High,10,5,Bachelors,2,59990,5.46,94.0,58940.5,5319.66,USD 69.33,2017-04-16
101023,Sales,Medium,8,4,Bachelors,0,79341,3.49,104.7,53861.5,1604.55,49.85,2012-08-03
101024,engineering,High,2,2,Bachelors,2,86979,3.73,116.3,90815.41,6256.08,usd 58.82,2012-08-20
101025, finance,,2,2,Masters,5,47881,3.81,89.7,50804.26,,38.29,2012-01-04
101026,Sales,,0,0,Masters,0,91770,4.12,148.4,70792.86,,,2018-08-14
101027,Sales,Low,7,7,Bachelors,2,16363,4.09,135.1,65409.84,390.88,$52.08,2016-07-19
101028,Sales,Medium,11,2,Masters,1,34779,4.37,90.9,83726.34,5810.15,USD 21.14,2013-10-15
101029,Finance,Medium,4,4,Bachelors,0,78884,3.28,128.5,,2987.46,USD 29.95,2013-04-17
101030,Engineering,Medium,5,2,Masters,5,88935,3.64,93.9,69481.78,4350.45,67.77,2022-09-07
101031,Sales,,7,1,Bachelors,4,88768,4.61,110.6,66099.59,,,2019-08-30
101032,Engineering,Medium,9,0,Bachelors,3,27383,4.29,88.7,80877.18,4433.76,USD 65.74,2024-01-31
101033,Engineering,High,5,5,Bachelors,3,31859,3.94,115.3,86972.87,9151.79,usd 50.89,2017-03-31
101034,Engineering,Medium,0,0,PhD,4,87021,4.15,81.2,58335.68,3577.89,usd 47.38,2019-05-28
101035,ENG,High,8,3,Masters,2,44144,4.23,99.1,91683.39,9234.68,32.24,2014-06-07
101036,Sales,Medium,7,3,Masters,3,95599,4.47,134.7,78856.24,4201.06,USD 63.17,2019-04-07
101037,SALES,High,8,3,Bachelors,3,52896,4.4,123.0,78053.14,6265.18,$52.78,2022-10-23
101038,Engineering,Medium,7,4,Bachelors,2,22438,4.49,116.8,89375.24,4385.86,$30.28,2019-04-30
101039,Finance,Medium,14,6,Bachelors,3,99472,4.08,84.4,62858.5,3990.28,usd 45.72,2018-05-14
101040,Engineering,Medium,15,9,Bachelors,5,20958,4.69,85.7,81748.65,2763.61,,2022-11-20
101041,ENG,Medium,2,2,Bachelors,3,47325,5.27,116.4,76821.28,5238.7,$29.12,2015-11-07
101042,FINANCE,Medium,12,8,Masters,1,35786,3.76,100.1,85311.44,3104.06,,2023-10-15
101043,Engineering,High,0,0,Bachelors,5,20219,5.11,141.2,77709.24,7053.15,$2.88,2023-07-02
101044,Finance,High,9,7,Bachelors,4,27703,4.78,143.7,92572.69,9014.35,50.78,2020-04-03
101045,Engineering,,7,3,Bachelors,2,73594,4.29,113.2,79583.88,,$66.24,2020-07-18
101046,Engineering,High,6,5,Bachelors,1,93713,3.33,106.9,91926.28,6176.82,usd 39.66,2013-07-22
101047,Sales,Medium,11,7,Bachelors,1,43894,5.2,131.4,91354.2,3331.66,usd 31.14,2018-02-19
101048,Finance,High,10,2,PhD,5,49442,3.09,98.4,92933.3,6283.44,54.69,2018-08-29
101049,Sales,Medium,8,5,Bachelors,2,22242,4.69,124.4,,4515.86,usd 39.14,2024-05-11
101050,Engineering,Medium,8,0,Bachelors,2,34592,3.64,97.1,77145.14,4761.21,usd 63.35,2020-03-02
101051,SALES,High,8,4,Bachelors,3,18456,3.62,83.6,41853.47,2484.38,$34.45,2016-04-06
101052,Fin.,Medium,7,5,Bachelors,1,13253,5.29,122.0,77210.69,4079.12,USD 42.31,2016-04-03
101053,Engineering,High,9,4,Masters,2,12536,2.96,102.7,89068.7,6724.54,$57.86,2018-01-21
101054,Engineering,Medium,7,4,Masters,0,83612,4.12,109.9,84076.54,2776.26,usd 70.01,2023-08-06
101055,Finance,Medium,10,1,Masters,3,48439,4.09,79.8,57371.63,2687.36,24.31,2020-11-06
101056,SALES,Medium,2,0,Bachelors,4,76850,3.4,105.2,54698.21,1424.32,usd 61.79,2024-11-14
101057,Finance,Medium,11,0,Masters,2,59383,3.8,115.9,87908.98,5355.38,$34.08,2021-10-22
101058,Finance,Medium,10,3,Bachelors,3,25962,4.05,86.4,55774.09,2200.15,31.14,2017-02-22
101059,SALES,High,4,4,Masters,3,11308,3.29,136.9,76565.21,6745.1,usd 50.27,2024-09-29
101060,Sales,,7,0,Masters,1,62636,4.34,91.5,72397.77,,USD 30.47,2017-02-23
101061,Engineering,Medium,6,3,Bachelors,4,22242,4.69,124.4,82301.09,6766.68,$48.43,2023-11-24
101062,Sales,Low,13,2,Masters,3,20189,4.73,138.1,,2087.36,48.77,2018-01-31
101063,Sales ,Low,13,7,Bachelors,2,24371,4.66,82.1,67077.73,0.0,USD 53.33,2025-04-04
101064,Finance,Medium,1,1,Masters,3,30072,2.79,100.7,64424.55,3326.07,USD 18.90,2022-05-04
101065,Engineering ,Low,6,0,Masters,2,32900,4.66,145.6,79192.27,0.0,55.02,2023-07-02
101066,sales,Medium,14,9,Bachelors,2,53796,3.65,124.1,86920.42,3903.81,usd 40.77,2016-11-26
101067,SALES,High,6,2,Bachelors,1,67690,3.97,117.3,,6564.96,usd 44.54,2025-10-13
101068,Sales,High,9,2,Bachelors,0,53796,3.65,124.1,84040.22,5854.1,USD 28.88,2022-10-01
101069,Sales,Medium,8,8,PhD,3,43321,3.39,102.2,61488.99,3406.31,usd 51.93,2024-08-15
